ID;QALD;IDS SPARQL;Keywords Extracted;instrTree;instrPath;Longest QT-Path;Precision;Recall;F1-Score;Runtime;Nb Call
236;What was the main subject addressed in the Deep Purple song “Smoke on the water”?;undefined;subject(undefined),addressed(undefined),Deep Purple song(undefined),Smoke on the water(NE);ROOT[undefined: undefined]  subject[1: 1]    addressed[2: 1]      Deep Purple song[3: 1]        Smoke on the water[4: 1]      Smoke on the water[3: 2]        Deep Purple song[4: 1]    Deep Purple song[2: 2]      addressed[3: 1]        Smoke on the water[4: 1]      Smoke on the water[3: 2]        addressed[4: 1]    Smoke on the water[2: 3]      addressed[3: 1]        Deep Purple song[4: 1]      Deep Purple song[3: 2]        addressed[4: 1]  addressed[1: 2]    subject[2: 1]      Deep Purple song[3: 1]        Smoke on the water[4: 1]      Smoke on the water[3: 2]        Deep Purple song[4: 1]    Deep Purple song[2: 2]      subject[3: 1]        Smoke on the water[4: 1]      Smoke on the water[3: 2]        subject[4: 1]    Smoke on the water[2: 3]      subject[3: 1]        Deep Purple song[4: 1]      Deep Purple song[3: 2]        subject[4: 1]  Deep Purple song[1: 3]    subject[2: 1]      addressed[3: 1]        Smoke on the water[4: 1]      Smoke on the water[3: 2]        addressed[4: 1]    addressed[2: 2]      subject[3: 1]        Smoke on the water[4: 1]      Smoke on the water[3: 2]        subject[4: 1]    Smoke on the water[2: 3]      subject[3: 1]        addressed[4: 1]      addressed[3: 2]        subject[4: 1]  Smoke on the water[1: 4]    subject[2: 1]      addressed[3: 1]        Deep Purple song[4: 1]      Deep Purple song[3: 2]        addressed[4: 1]    addressed[2: 2]      subject[3: 1]        Deep Purple song[4: 1]      Deep Purple song[3: 2]        subject[4: 1]    Deep Purple song[2: 3]      subject[3: 1]        addressed[4: 1]      addressed[3: 2]        subject[4: 1];;;0;0;0;312;4200971
238;What year did the Berlin Wall fall?;undefined;year(undefined),Berlin Wall(NE),fall(undefined);ROOT[undefined: undefined]  year[1: 1]    Berlin Wall[2: 1]      fall[3: 1]    fall[2: 2]      Berlin Wall[3: 1]  Berlin Wall[1: 2]    year[2: 1]      fall[3: 1]    fall[2: 2]      year[3: 1]  fall[1: 3]    year[2: 1]      Berlin Wall[3: 1]    Berlin Wall[2: 2]      year[3: 1];;;0;0;0;70;719243
245;When did the brother of the author of Slaughterhouse Five die?;undefined;brother(undefined),author(undefined),Slaughterhouse Five(NE),die(undefined);ROOT[undefined: undefined]  brother[1: 1]    author[2: 1]      Slaughterhouse Five[3: 1]        die[4: 1]      die[3: 2]        Slaughterhouse Five[4: 1]    Slaughterhouse Five[2: 2]      author[3: 1]        die[4: 1]      die[3: 2]        author[4: 1]    die[2: 3]      author[3: 1]        Slaughterhouse Five[4: 1]      Slaughterhouse Five[3: 2]        author[4: 1]  author[1: 2]    brother[2: 1]      Slaughterhouse Five[3: 1]        die[4: 1]      die[3: 2]        Slaughterhouse Five[4: 1]    Slaughterhouse Five[2: 2]      brother[3: 1]        die[4: 1]      die[3: 2]        brother[4: 1]    die[2: 3]      brother[3: 1]        Slaughterhouse Five[4: 1]      Slaughterhouse Five[3: 2]        brother[4: 1]  Slaughterhouse Five[1: 3]    brother[2: 1]      author[3: 1]        die[4: 1]      die[3: 2]        author[4: 1]    author[2: 2]      brother[3: 1]        die[4: 1]      die[3: 2]        brother[4: 1]    die[2: 3]      brother[3: 1]        author[4: 1]      author[3: 2]        brother[4: 1]  die[1: 4]    brother[2: 1]      author[3: 1]        Slaughterhouse Five[4: 1]      Slaughterhouse Five[3: 2]        author[4: 1]    author[2: 2]      brother[3: 1]        Slaughterhouse Five[4: 1]      Slaughterhouse Five[3: 2]        brother[4: 1]    Slaughterhouse Five[2: 3]      brother[3: 1]        author[4: 1]      author[3: 2]        brother[4: 1];;;0;0;0;75;550106
246;when was the creator of saturday night live born?;undefined;creator(undefined),saturday night live(NE),born(undefined);ROOT[undefined: undefined]  creator[1: 1]    saturday night live[2: 1]      born[3: 1]    born[2: 2]      saturday night live[3: 1]  saturday night live[1: 2]    creator[2: 1]      born[3: 1]    born[2: 2]      creator[3: 1]  born[1: 3]    creator[2: 1]      saturday night live[3: 1]    saturday night live[2: 2]      creator[3: 1];;;0;0;0;51;561382
253;when was the magazine in which hunter x hunter is published established?;undefined;magazine(undefined),hunter x hunter(NE),published(undefined),established(undefined);ROOT[undefined: undefined]  magazine[1: 1]    hunter x hunter[2: 1]      published[3: 1]        established[4: 1]      established[3: 2]        published[4: 1]    published[2: 2]      hunter x hunter[3: 1]        established[4: 1]      established[3: 2]        hunter x hunter[4: 1]    established[2: 3]      hunter x hunter[3: 1]        published[4: 1]      published[3: 2]        hunter x hunter[4: 1]  hunter x hunter[1: 2]    magazine[2: 1]      published[3: 1]        established[4: 1]      established[3: 2]        published[4: 1]    published[2: 2]      magazine[3: 1]        established[4: 1]      established[3: 2]        magazine[4: 1]    established[2: 3]      magazine[3: 1]        published[4: 1]      published[3: 2]        magazine[4: 1]  published[1: 3]    magazine[2: 1]      hunter x hunter[3: 1]        established[4: 1]      established[3: 2]        hunter x hunter[4: 1]    hunter x hunter[2: 2]      magazine[3: 1]        established[4: 1]      established[3: 2]        magazine[4: 1]    established[2: 3]      magazine[3: 1]        hunter x hunter[4: 1]      hunter x hunter[3: 2]        magazine[4: 1]  established[1: 4]    magazine[2: 1]      hunter x hunter[3: 1]        published[4: 1]      published[3: 2]        hunter x hunter[4: 1]    hunter x hunter[2: 2]      magazine[3: 1]        published[4: 1]      published[3: 2]        magazine[4: 1]    published[2: 3]      magazine[3: 1]        hunter x hunter[4: 1]      hunter x hunter[3: 2]        magazine[4: 1];;;0;0;0;166;1017046
268;When was the poem Howl written?;undefined;poem(undefined),Howl(NE),written(undefined);ROOT[undefined: undefined]  poem[1: 1]    Howl[2: 1]      written[3: 1]    written[2: 2]      Howl[3: 1]  Howl[1: 2]    poem[2: 1]      written[3: 1]    written[2: 2]      poem[3: 1]  written[1: 3]    poem[2: 1]      Howl[3: 1]    Howl[2: 2]      poem[3: 1];;;0;0;0;89;257790
280;Where was K-pop star Lisa Manoban born?;undefined;K pop star(undefined),Lisa Manoban(NE),born(undefined);ROOT[undefined: undefined]  K pop star[1: 1]    Lisa Manoban[2: 1]      born[3: 1]    born[2: 2]      Lisa Manoban[3: 1]  Lisa Manoban[1: 2]    K pop star[2: 1]      born[3: 1]    born[2: 2]      K pop star[3: 1]  born[1: 3]    K pop star[2: 1]      Lisa Manoban[3: 1]    Lisa Manoban[2: 2]      K pop star[3: 1];;;0;0;0;40;35863
282;Where did the psychedelic band “Khruangbin” form?;undefined;band(undefined),Khruangbin(NE),form(undefined);ROOT[undefined: undefined]  band[1: 1]    Khruangbin[2: 1]      form[3: 1]    form[2: 2]      Khruangbin[3: 1]  Khruangbin[1: 2]    band[2: 1]      form[3: 1]    form[2: 2]      band[3: 1]  form[1: 3]    band[2: 1]      Khruangbin[3: 1]    Khruangbin[2: 2]      band[3: 1];;;0;0;0;79;482550
284;Where was Goethe’s unmarried partner born ?;undefined;Goethe(NE),partner(undefined),born(undefined);ROOT[undefined: undefined]  Goethe[1: 1]    partner[2: 1]      born[3: 1]    born[2: 2]      partner[3: 1]  partner[1: 2]    Goethe[2: 1]      born[3: 1]    born[2: 2]      Goethe[3: 1]  born[1: 3]    Goethe[2: 1]      partner[3: 1]    partner[2: 2]      Goethe[3: 1];Goethe (NE),partner,born;Goethe (match),spouse,date of birth;0;0;0;4;17372
286;Where was the author of The Catcher in the Rye born ?;undefined;author(undefined),The Catcher in the Rye(NE),born(undefined);ROOT[undefined: undefined]  author[1: 1]    The Catcher in the Rye[2: 1]      born[3: 1]    born[2: 2]      The Catcher in the Rye[3: 1]  The Catcher in the Rye[1: 2]    author[2: 1]      born[3: 1]    born[2: 2]      author[3: 1]  born[1: 3]    author[2: 1]      The Catcher in the Rye[3: 1]    The Catcher in the Rye[2: 2]      author[3: 1];The Catcher in the Rye (NE),author,born;The Catcher in the Rye (match),author,date of birth;0;0;0;38;68269
298;Which aircraft did Howard Hughes build?;undefined;aircraft(undefined),Howard Hughes(NE),build(undefined);ROOT[undefined: undefined]  aircraft[1: 1]    Howard Hughes[2: 1]      build[3: 1]    build[2: 2]      Howard Hughes[3: 1]  Howard Hughes[1: 2]    aircraft[2: 1]      build[3: 1]    build[2: 2]      aircraft[3: 1]  build[1: 3]    aircraft[2: 1]      Howard Hughes[3: 1]    Howard Hughes[2: 2]      aircraft[3: 1];;;0;0;0;55;108972
301;Which disease caused the death of Mark Twain?;undefined;disease(undefined),caused(undefined),death(undefined),Mark Twain(NE);ROOT[undefined: undefined]  disease[1: 1]    caused[2: 1]      death[3: 1]        Mark Twain[4: 1]      Mark Twain[3: 2]        death[4: 1]    death[2: 2]      caused[3: 1]        Mark Twain[4: 1]      Mark Twain[3: 2]        caused[4: 1]    Mark Twain[2: 3]      caused[3: 1]        death[4: 1]      death[3: 2]        caused[4: 1]  caused[1: 2]    disease[2: 1]      death[3: 1]        Mark Twain[4: 1]      Mark Twain[3: 2]        death[4: 1]    death[2: 2]      disease[3: 1]        Mark Twain[4: 1]      Mark Twain[3: 2]        disease[4: 1]    Mark Twain[2: 3]      disease[3: 1]        death[4: 1]      death[3: 2]        disease[4: 1]  death[1: 3]    disease[2: 1]      caused[3: 1]        Mark Twain[4: 1]      Mark Twain[3: 2]        caused[4: 1]    caused[2: 2]      disease[3: 1]        Mark Twain[4: 1]      Mark Twain[3: 2]        disease[4: 1]    Mark Twain[2: 3]      disease[3: 1]        caused[4: 1]      caused[3: 2]        disease[4: 1]  Mark Twain[1: 4]    disease[2: 1]      caused[3: 1]        death[4: 1]      death[3: 2]        caused[4: 1]    caused[2: 2]      disease[3: 1]        death[4: 1]      death[3: 2]        disease[4: 1]    death[2: 3]      disease[3: 1]        caused[4: 1]      caused[3: 2]        disease[4: 1];disease,caused,Mark Twain (NE),death;medical condition,cause of death,Mark Twain (match),date of death;0;0;0;67;883390
302;Which diseases can be caused by smoking ?;undefined;diseases(undefined),caused(undefined),smoking(undefined);ROOT[undefined: undefined]  diseases[1: 1]    caused[2: 1]      smoking[3: 1]    smoking[2: 2]      caused[3: 1]  caused[1: 2]    diseases[2: 1]      smoking[3: 1]    smoking[2: 2]      diseases[3: 1]  smoking[1: 3]    diseases[2: 1]      caused[3: 1]    caused[2: 2]      diseases[3: 1];;;0;0;0;270;2972653
305;Which kingdom preceded the Thonburi Kingdom ?;undefined;kingdom(undefined),preceded(undefined),Thonburi Kingdom(NE);ROOT[undefined: undefined]  kingdom[1: 1]    preceded[2: 1]      Thonburi Kingdom[3: 1]    Thonburi Kingdom[2: 2]      preceded[3: 1]  preceded[1: 2]    kingdom[2: 1]      Thonburi Kingdom[3: 1]    Thonburi Kingdom[2: 2]      kingdom[3: 1]  Thonburi Kingdom[1: 3]    kingdom[2: 1]      preceded[3: 1]    preceded[2: 2]      kingdom[3: 1];;;0;0;0;82;347316
307;Which movements is the painting “Les Demoiselles d'Avignon” assigned to?;undefined;movements(undefined),painting(undefined),Les Demoiselles d'Avignon(NE),assigned(undefined);ROOT[undefined: undefined]  movements[1: 1]    painting[2: 1]      Les Demoiselles d'Avignon[3: 1]        assigned[4: 1]      assigned[3: 2]        Les Demoiselles d'Avignon[4: 1]    Les Demoiselles d'Avignon[2: 2]      painting[3: 1]        assigned[4: 1]      assigned[3: 2]        painting[4: 1]    assigned[2: 3]      painting[3: 1]        Les Demoiselles d'Avignon[4: 1]      Les Demoiselles d'Avignon[3: 2]        painting[4: 1]  painting[1: 2]    movements[2: 1]      Les Demoiselles d'Avignon[3: 1]        assigned[4: 1]      assigned[3: 2]        Les Demoiselles d'Avignon[4: 1]    Les Demoiselles d'Avignon[2: 2]      movements[3: 1]        assigned[4: 1]      assigned[3: 2]        movements[4: 1]    assigned[2: 3]      movements[3: 1]        Les Demoiselles d'Avignon[4: 1]      Les Demoiselles d'Avignon[3: 2]        movements[4: 1]  Les Demoiselles d'Avignon[1: 3]    movements[2: 1]      painting[3: 1]        assigned[4: 1]      assigned[3: 2]        painting[4: 1]    painting[2: 2]      movements[3: 1]        assigned[4: 1]      assigned[3: 2]        movements[4: 1]    assigned[2: 3]      movements[3: 1]        painting[4: 1]      painting[3: 2]        movements[4: 1]  assigned[1: 4]    movements[2: 1]      painting[3: 1]        Les Demoiselles d'Avignon[4: 1]      Les Demoiselles d'Avignon[3: 2]        painting[4: 1]    painting[2: 2]      movements[3: 1]        Les Demoiselles d'Avignon[4: 1]      Les Demoiselles d'Avignon[3: 2]        movements[4: 1]    Les Demoiselles d'Avignon[2: 3]      movements[3: 1]        painting[4: 1]      painting[3: 2]        movements[4: 1];;;0;0;0;157;2943932
308;Which movies belong to the Cornetto trilogy ?;undefined;movies(undefined),belong(undefined),Cornetto(NE),trilogy(undefined);ROOT[undefined: undefined]  movies[1: 1]    belong[2: 1]      Cornetto[3: 1]        trilogy[4: 1]      trilogy[3: 2]        Cornetto[4: 1]    Cornetto[2: 2]      belong[3: 1]        trilogy[4: 1]      trilogy[3: 2]        belong[4: 1]    trilogy[2: 3]      belong[3: 1]        Cornetto[4: 1]      Cornetto[3: 2]        belong[4: 1]  belong[1: 2]    movies[2: 1]      Cornetto[3: 1]        trilogy[4: 1]      trilogy[3: 2]        Cornetto[4: 1]    Cornetto[2: 2]      movies[3: 1]        trilogy[4: 1]      trilogy[3: 2]        movies[4: 1]    trilogy[2: 3]      movies[3: 1]        Cornetto[4: 1]      Cornetto[3: 2]        movies[4: 1]  Cornetto[1: 3]    movies[2: 1]      belong[3: 1]        trilogy[4: 1]      trilogy[3: 2]        belong[4: 1]    belong[2: 2]      movies[3: 1]        trilogy[4: 1]      trilogy[3: 2]        movies[4: 1]    trilogy[2: 3]      movies[3: 1]        belong[4: 1]      belong[3: 2]        movies[4: 1]  trilogy[1: 4]    movies[2: 1]      belong[3: 1]        Cornetto[4: 1]      Cornetto[3: 2]        belong[4: 1]    belong[2: 2]      movies[3: 1]        Cornetto[4: 1]      Cornetto[3: 2]        movies[4: 1]    Cornetto[2: 3]      movies[3: 1]        belong[4: 1]      belong[3: 2]        movies[4: 1];;;0;0;0;33;88331
309;During what event was the Four Policemen Council proposed?;undefined;event(undefined),Four Policemen Council(NE),proposed(undefined);ROOT[undefined: undefined]  event[1: 1]    Four Policemen Council[2: 1]      proposed[3: 1]    proposed[2: 2]      Four Policemen Council[3: 1]  Four Policemen Council[1: 2]    event[2: 1]      proposed[3: 1]    proposed[2: 2]      event[3: 1]  proposed[1: 3]    event[2: 1]      Four Policemen Council[3: 1]    Four Policemen Council[2: 2]      event[3: 1];;;0;0;0;231;1338406
312;Which other movies by the director of Another Round also starred Mads Mikkelsen ?;undefined;movies(undefined),director(undefined),Another Round(NE),starred(undefined),Mads Mikkelsen(NE);ROOT[undefined: undefined]  movies[1: 1]    director[2: 1]      Another Round[3: 1]        starred[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          starred[5: 1]      starred[3: 2]        Another Round[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          Another Round[5: 1]      Mads Mikkelsen[3: 3]        Another Round[4: 1]          starred[5: 1]        starred[4: 2]          Another Round[5: 1]    Another Round[2: 2]      director[3: 1]        starred[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          starred[5: 1]      starred[3: 2]        director[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          director[5: 1]      Mads Mikkelsen[3: 3]        director[4: 1]          starred[5: 1]        starred[4: 2]          director[5: 1]    starred[2: 3]      director[3: 1]        Another Round[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          Another Round[5: 1]      Another Round[3: 2]        director[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          director[5: 1]      Mads Mikkelsen[3: 3]        director[4: 1]          Another Round[5: 1]        Another Round[4: 2]          director[5: 1]    Mads Mikkelsen[2: 4]      director[3: 1]        Another Round[4: 1]          starred[5: 1]        starred[4: 2]          Another Round[5: 1]      Another Round[3: 2]        director[4: 1]          starred[5: 1]        starred[4: 2]          director[5: 1]      starred[3: 3]        director[4: 1]          Another Round[5: 1]        Another Round[4: 2]          director[5: 1]  director[1: 2]    movies[2: 1]      Another Round[3: 1]        starred[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          starred[5: 1]      starred[3: 2]        Another Round[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          Another Round[5: 1]      Mads Mikkelsen[3: 3]        Another Round[4: 1]          starred[5: 1]        starred[4: 2]          Another Round[5: 1]    Another Round[2: 2]      movies[3: 1]        starred[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          starred[5: 1]      starred[3: 2]        movies[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          movies[5: 1]      Mads Mikkelsen[3: 3]        movies[4: 1]          starred[5: 1]        starred[4: 2]          movies[5: 1]    starred[2: 3]      movies[3: 1]        Another Round[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          Another Round[5: 1]      Another Round[3: 2]        movies[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          movies[5: 1]      Mads Mikkelsen[3: 3]        movies[4: 1]          Another Round[5: 1]        Another Round[4: 2]          movies[5: 1]    Mads Mikkelsen[2: 4]      movies[3: 1]        Another Round[4: 1]          starred[5: 1]        starred[4: 2]          Another Round[5: 1]      Another Round[3: 2]        movies[4: 1]          starred[5: 1]        starred[4: 2]          movies[5: 1]      starred[3: 3]        movies[4: 1]          Another Round[5: 1]        Another Round[4: 2]          movies[5: 1]  Another Round[1: 3]    movies[2: 1]      director[3: 1]        starred[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          starred[5: 1]      starred[3: 2]        director[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          director[5: 1]      Mads Mikkelsen[3: 3]        director[4: 1]          starred[5: 1]        starred[4: 2]          director[5: 1]    director[2: 2]      movies[3: 1]        starred[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          starred[5: 1]      starred[3: 2]        movies[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          movies[5: 1]      Mads Mikkelsen[3: 3]        movies[4: 1]          starred[5: 1]        starred[4: 2]          movies[5: 1]    starred[2: 3]      movies[3: 1]        director[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          director[5: 1]      director[3: 2]        movies[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          movies[5: 1]      Mads Mikkelsen[3: 3]        movies[4: 1]          director[5: 1]        director[4: 2]          movies[5: 1]    Mads Mikkelsen[2: 4]      movies[3: 1]        director[4: 1]          starred[5: 1]        starred[4: 2]          director[5: 1]      director[3: 2]        movies[4: 1]          starred[5: 1]        starred[4: 2]          movies[5: 1]      starred[3: 3]        movies[4: 1]          director[5: 1]        director[4: 2]          movies[5: 1]  starred[1: 4]    movies[2: 1]      director[3: 1]        Another Round[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          Another Round[5: 1]      Another Round[3: 2]        director[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          director[5: 1]      Mads Mikkelsen[3: 3]        director[4: 1]          Another Round[5: 1]        Another Round[4: 2]          director[5: 1]    director[2: 2]      movies[3: 1]        Another Round[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          Another Round[5: 1]      Another Round[3: 2]        movies[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          movies[5: 1]      Mads Mikkelsen[3: 3]        movies[4: 1]          Another Round[5: 1]        Another Round[4: 2]          movies[5: 1]    Another Round[2: 3]      movies[3: 1]        director[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          director[5: 1]      director[3: 2]        movies[4: 1]          Mads Mikkelsen[5: 1]        Mads Mikkelsen[4: 2]          movies[5: 1]      Mads Mikkelsen[3: 3]        movies[4: 1]          director[5: 1]        director[4: 2]          movies[5: 1]    Mads Mikkelsen[2: 4]      movies[3: 1]        director[4: 1]          Another Round[5: 1]        Another Round[4: 2]          director[5: 1]      director[3: 2]        movies[4: 1]          Another Round[5: 1]        Another Round[4: 2]          movies[5: 1]      Another Round[3: 3]        movies[4: 1]          director[5: 1]        director[4: 2]          movies[5: 1]  Mads Mikkelsen[1: 5]    movies[2: 1]      director[3: 1]        Another Round[4: 1]          starred[5: 1]        starred[4: 2]          Another Round[5: 1]      Another Round[3: 2]        director[4: 1]          starred[5: 1]        starred[4: 2]          director[5: 1]      starred[3: 3]        director[4: 1]          Another Round[5: 1]        Another Round[4: 2]          director[5: 1]    director[2: 2]      movies[3: 1]        Another Round[4: 1]          starred[5: 1]        starred[4: 2]          Another Round[5: 1]      Another Round[3: 2]        movies[4: 1]          starred[5: 1]        starred[4: 2]          movies[5: 1]      starred[3: 3]        movies[4: 1]          Another Round[5: 1]        Another Round[4: 2]          movies[5: 1]    Another Round[2: 3]      movies[3: 1]        director[4: 1]          starred[5: 1]        starred[4: 2]          director[5: 1]      director[3: 2]        movies[4: 1]          starred[5: 1]        starred[4: 2]          movies[5: 1]      starred[3: 3]        movies[4: 1]          director[5: 1]        director[4: 2]          movies[5: 1]    starred[2: 4]      movies[3: 1]        director[4: 1]          Another Round[5: 1]        Another Round[4: 2]          director[5: 1]      director[3: 2]        movies[4: 1]          Another Round[5: 1]        Another Round[4: 2]          movies[5: 1]      Another Round[3: 3]        movies[4: 1]          director[5: 1]        director[4: 2]          movies[5: 1];director,movies,Another Round (NE),starred,Mads Mikkelsen (NE);director,film,Another Round (match),cast member,Mads Mikkelsen (match);0;0;0;97;166290
